MTU (CET/CEST);Generation - Solar [MW] Day Ahead/ Italy (IT);Generation - Solar [MW] Intraday / Italy (IT);Generation - Solar [MW] Current / Italy (IT);Generation - Wind Offshore [MW] Day Ahead/ Italy (IT);Generation - Wind Offshore [MW] Intraday / Italy (IT);Generation - Wind Offshore [MW] Current / Italy (IT);Generation - Wind Onshore [MW] Day Ahead/ Italy (IT);Generation - Wind Onshore [MW] Intraday / Italy (IT);Generation - Wind Onshore [MW] Current / Italy (IT)
24.10.2025 17:15 - 24.10.2025 17:30;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 17:30 - 24.10.2025 17:45;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 17:45 - 24.10.2025 18:00;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 18:00 - 24.10.2025 18:15;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 18:15 - 24.10.2025 18:30;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 18:30 - 24.10.2025 18:45;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 18:45 - 24.10.2025 19:00;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 19:00 - 24.10.2025 19:15;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 19:15 - 24.10.2025 19:30;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 19:30 - 24.10.2025 19:45;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 19:45 - 24.10.2025 20:00;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 20:00 - 24.10.2025 20:15;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 20:15 - 24.10.2025 20:30;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 20:30 - 24.10.2025 20:45;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 20:45 - 24.10.2025 21:00;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 21:00 - 24.10.2025 21:15;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 21:15 - 24.10.2025 21:30;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 21:30 - 24.10.2025 21:45;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 21:45 - 24.10.2025 22:00;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 22:00 - 24.10.2025 22:15;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 22:15 - 24.10.2025 22:30;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 22:30 - 24.10.2025 22:45;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 22:45 - 24.10.2025 23:00;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 23:00 - 24.10.2025 23:15;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 23:15 - 24.10.2025 23:30;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 23:30 - 24.10.2025 23:45;-;-;;n/e;n/e;n/e;-;-;n/e
24.10.2025 23:45 - 25.10.2025 00:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 00:00 - 25.10.2025 00:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 00:15 - 25.10.2025 00:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 00:30 - 25.10.2025 00:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 00:45 - 25.10.2025 01:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 01:00 - 25.10.2025 01:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 01:15 - 25.10.2025 01:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 01:30 - 25.10.2025 01:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 01:45 - 25.10.2025 02:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 02:00 - 25.10.2025 02:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 02:15 - 25.10.2025 02:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 02:30 - 25.10.2025 02:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 02:45 - 25.10.2025 03:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 03:00 - 25.10.2025 03:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 03:15 - 25.10.2025 03:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 03:30 - 25.10.2025 03:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 03:45 - 25.10.2025 04:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 04:00 - 25.10.2025 04:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 04:15 - 25.10.2025 04:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 04:30 - 25.10.2025 04:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 04:45 - 25.10.2025 05:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 05:00 - 25.10.2025 05:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 05:15 - 25.10.2025 05:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 05:30 - 25.10.2025 05:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 05:45 - 25.10.2025 06:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 06:00 - 25.10.2025 06:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 06:15 - 25.10.2025 06:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 06:30 - 25.10.2025 06:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 06:45 - 25.10.2025 07:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 07:00 - 25.10.2025 07:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 07:15 - 25.10.2025 07:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 07:30 - 25.10.2025 07:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 07:45 - 25.10.2025 08:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 08:00 - 25.10.2025 08:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 08:15 - 25.10.2025 08:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 08:30 - 25.10.2025 08:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 08:45 - 25.10.2025 09:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 09:00 - 25.10.2025 09:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 09:15 - 25.10.2025 09:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 09:30 - 25.10.2025 09:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 09:45 - 25.10.2025 10:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 10:00 - 25.10.2025 10:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 10:15 - 25.10.2025 10:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 10:30 - 25.10.2025 10:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 10:45 - 25.10.2025 11:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 11:00 - 25.10.2025 11:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 11:15 - 25.10.2025 11:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 11:30 - 25.10.2025 11:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 11:45 - 25.10.2025 12:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 12:00 - 25.10.2025 12:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 12:15 - 25.10.2025 12:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 12:30 - 25.10.2025 12:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 12:45 - 25.10.2025 13:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 13:00 - 25.10.2025 13:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 13:15 - 25.10.2025 13:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 13:30 - 25.10.2025 13:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 13:45 - 25.10.2025 14:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 14:00 - 25.10.2025 14:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 14:15 - 25.10.2025 14:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 14:30 - 25.10.2025 14:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 14:45 - 25.10.2025 15:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 15:00 - 25.10.2025 15:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 15:15 - 25.10.2025 15:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 15:30 - 25.10.2025 15:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 15:45 - 25.10.2025 16:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 16:00 - 25.10.2025 16:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 16:15 - 25.10.2025 16:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 16:30 - 25.10.2025 16:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 16:45 - 25.10.2025 17:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 17:00 - 25.10.2025 17:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 17:15 - 25.10.2025 17:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 17:30 - 25.10.2025 17:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 17:45 - 25.10.2025 18:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 18:00 - 25.10.2025 18:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 18:15 - 25.10.2025 18:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 18:30 - 25.10.2025 18:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 18:45 - 25.10.2025 19:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 19:00 - 25.10.2025 19:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 19:15 - 25.10.2025 19:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 19:30 - 25.10.2025 19:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 19:45 - 25.10.2025 20:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 20:00 - 25.10.2025 20:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 20:15 - 25.10.2025 20:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 20:30 - 25.10.2025 20:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 20:45 - 25.10.2025 21:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 21:00 - 25.10.2025 21:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 21:15 - 25.10.2025 21:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 21:30 - 25.10.2025 21:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 21:45 - 25.10.2025 22:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 22:00 - 25.10.2025 22:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 22:15 - 25.10.2025 22:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 22:30 - 25.10.2025 22:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 22:45 - 25.10.2025 23:00;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 23:00 - 25.10.2025 23:15;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 23:15 - 25.10.2025 23:30;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 23:30 - 25.10.2025 23:45;-;-;;n/e;n/e;n/e;-;-;n/e
25.10.2025 23:45 - 26.10.2025 00:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 00:00 - 26.10.2025 00:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 00:15 - 26.10.2025 00:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 00:30 - 26.10.2025 00:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 00:45 - 26.10.2025 01:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 01:00 - 26.10.2025 01:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 01:15 - 26.10.2025 01:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 01:30 - 26.10.2025 01:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 01:45 - 26.10.2025 02:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 02:00 - 26.10.2025 02:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 02:15 - 26.10.2025 02:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 02:30 - 26.10.2025 02:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 02:45 - 26.10.2025 03:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 02:00 - 26.10.2025 02:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 02:15 - 26.10.2025 02:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 02:30 - 26.10.2025 02:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 02:45 - 26.10.2025 03:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 03:00 - 26.10.2025 03:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 03:15 - 26.10.2025 03:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 03:30 - 26.10.2025 03:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 03:45 - 26.10.2025 04:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 04:00 - 26.10.2025 04:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 04:15 - 26.10.2025 04:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 04:30 - 26.10.2025 04:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 04:45 - 26.10.2025 05:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 05:00 - 26.10.2025 05:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 05:15 - 26.10.2025 05:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 05:30 - 26.10.2025 05:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 05:45 - 26.10.2025 06:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 06:00 - 26.10.2025 06:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 06:15 - 26.10.2025 06:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 06:30 - 26.10.2025 06:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 06:45 - 26.10.2025 07:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 07:00 - 26.10.2025 07:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 07:15 - 26.10.2025 07:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 07:30 - 26.10.2025 07:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 07:45 - 26.10.2025 08:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 08:00 - 26.10.2025 08:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 08:15 - 26.10.2025 08:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 08:30 - 26.10.2025 08:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 08:45 - 26.10.2025 09:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 09:00 - 26.10.2025 09:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 09:15 - 26.10.2025 09:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 09:30 - 26.10.2025 09:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 09:45 - 26.10.2025 10:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 10:00 - 26.10.2025 10:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 10:15 - 26.10.2025 10:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 10:30 - 26.10.2025 10:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 10:45 - 26.10.2025 11:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 11:00 - 26.10.2025 11:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 11:15 - 26.10.2025 11:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 11:30 - 26.10.2025 11:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 11:45 - 26.10.2025 12:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 12:00 - 26.10.2025 12:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 12:15 - 26.10.2025 12:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 12:30 - 26.10.2025 12:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 12:45 - 26.10.2025 13:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 13:00 - 26.10.2025 13:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 13:15 - 26.10.2025 13:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 13:30 - 26.10.2025 13:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 13:45 - 26.10.2025 14:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 14:00 - 26.10.2025 14:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 14:15 - 26.10.2025 14:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 14:30 - 26.10.2025 14:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 14:45 - 26.10.2025 15:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 15:00 - 26.10.2025 15:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 15:15 - 26.10.2025 15:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 15:30 - 26.10.2025 15:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 15:45 - 26.10.2025 16:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 16:00 - 26.10.2025 16:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 16:15 - 26.10.2025 16:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 16:30 - 26.10.2025 16:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 16:45 - 26.10.2025 17:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 17:00 - 26.10.2025 17:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 17:15 - 26.10.2025 17:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 17:30 - 26.10.2025 17:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 17:45 - 26.10.2025 18:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 18:00 - 26.10.2025 18:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 18:15 - 26.10.2025 18:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 18:30 - 26.10.2025 18:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 18:45 - 26.10.2025 19:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 19:00 - 26.10.2025 19:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 19:15 - 26.10.2025 19:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 19:30 - 26.10.2025 19:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 19:45 - 26.10.2025 20:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 20:00 - 26.10.2025 20:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 20:15 - 26.10.2025 20:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 20:30 - 26.10.2025 20:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 20:45 - 26.10.2025 21:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 21:00 - 26.10.2025 21:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 21:15 - 26.10.2025 21:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 21:30 - 26.10.2025 21:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 21:45 - 26.10.2025 22:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 22:00 - 26.10.2025 22:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 22:15 - 26.10.2025 22:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 22:30 - 26.10.2025 22:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 22:45 - 26.10.2025 23:00;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 23:00 - 26.10.2025 23:15;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 23:15 - 26.10.2025 23:30;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 23:30 - 26.10.2025 23:45;-;-;;n/e;n/e;n/e;-;-;n/e
26.10.2025 23:45 - 27.10.2025 00:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 00:00 - 27.10.2025 00:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 00:15 - 27.10.2025 00:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 00:30 - 27.10.2025 00:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 00:45 - 27.10.2025 01:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 01:00 - 27.10.2025 01:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 01:15 - 27.10.2025 01:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 01:30 - 27.10.2025 01:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 01:45 - 27.10.2025 02:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 02:00 - 27.10.2025 02:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 02:15 - 27.10.2025 02:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 02:30 - 27.10.2025 02:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 02:45 - 27.10.2025 03:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 03:00 - 27.10.2025 03:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 03:15 - 27.10.2025 03:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 03:30 - 27.10.2025 03:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 03:45 - 27.10.2025 04:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 04:00 - 27.10.2025 04:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 04:15 - 27.10.2025 04:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 04:30 - 27.10.2025 04:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 04:45 - 27.10.2025 05:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 05:00 - 27.10.2025 05:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 05:15 - 27.10.2025 05:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 05:30 - 27.10.2025 05:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 05:45 - 27.10.2025 06:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 06:00 - 27.10.2025 06:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 06:15 - 27.10.2025 06:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 06:30 - 27.10.2025 06:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 06:45 - 27.10.2025 07:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 07:00 - 27.10.2025 07:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 07:15 - 27.10.2025 07:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 07:30 - 27.10.2025 07:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 07:45 - 27.10.2025 08:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 08:00 - 27.10.2025 08:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 08:15 - 27.10.2025 08:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 08:30 - 27.10.2025 08:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 08:45 - 27.10.2025 09:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 09:00 - 27.10.2025 09:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 09:15 - 27.10.2025 09:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 09:30 - 27.10.2025 09:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 09:45 - 27.10.2025 10:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 10:00 - 27.10.2025 10:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 10:15 - 27.10.2025 10:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 10:30 - 27.10.2025 10:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 10:45 - 27.10.2025 11:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 11:00 - 27.10.2025 11:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 11:15 - 27.10.2025 11:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 11:30 - 27.10.2025 11:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 11:45 - 27.10.2025 12:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 12:00 - 27.10.2025 12:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 12:15 - 27.10.2025 12:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 12:30 - 27.10.2025 12:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 12:45 - 27.10.2025 13:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 13:00 - 27.10.2025 13:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 13:15 - 27.10.2025 13:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 13:30 - 27.10.2025 13:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 13:45 - 27.10.2025 14:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 14:00 - 27.10.2025 14:15;-;-;;n/e;n/e;n/e;-;-;n/e
