MTU (CET/CEST);Generation - Solar [MW] Day Ahead/ Italy (IT);Generation - Solar [MW] Intraday / Italy (IT);Generation - Solar [MW] Current / Italy (IT);Generation - Wind Offshore [MW] Day Ahead/ Italy (IT);Generation - Wind Offshore [MW] Intraday / Italy (IT);Generation - Wind Offshore [MW] Current / Italy (IT);Generation - Wind Onshore [MW] Day Ahead/ Italy (IT);Generation - Wind Onshore [MW] Intraday / Italy (IT);Generation - Wind Onshore [MW] Current / Italy (IT)
27.10.2025 14:15 - 27.10.2025 14:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 14:30 - 27.10.2025 14:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 14:45 - 27.10.2025 15:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 15:00 - 27.10.2025 15:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 15:15 - 27.10.2025 15:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 15:30 - 27.10.2025 15:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 15:45 - 27.10.2025 16:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 16:00 - 27.10.2025 16:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 16:15 - 27.10.2025 16:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 16:30 - 27.10.2025 16:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 16:45 - 27.10.2025 17:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 17:00 - 27.10.2025 17:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 17:15 - 27.10.2025 17:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 17:30 - 27.10.2025 17:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 17:45 - 27.10.2025 18:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 18:00 - 27.10.2025 18:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 18:15 - 27.10.2025 18:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 18:30 - 27.10.2025 18:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 18:45 - 27.10.2025 19:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 19:00 - 27.10.2025 19:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 19:15 - 27.10.2025 19:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 19:30 - 27.10.2025 19:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 19:45 - 27.10.2025 20:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 20:00 - 27.10.2025 20:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 20:15 - 27.10.2025 20:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 20:30 - 27.10.2025 20:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 20:45 - 27.10.2025 21:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 21:00 - 27.10.2025 21:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 21:15 - 27.10.2025 21:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 21:30 - 27.10.2025 21:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 21:45 - 27.10.2025 22:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 22:00 - 27.10.2025 22:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 22:15 - 27.10.2025 22:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 22:30 - 27.10.2025 22:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 22:45 - 27.10.2025 23:00;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 23:00 - 27.10.2025 23:15;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 23:15 - 27.10.2025 23:30;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 23:30 - 27.10.2025 23:45;-;-;;n/e;n/e;n/e;-;-;n/e
27.10.2025 23:45 - 28.10.2025 00:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 00:00 - 28.10.2025 00:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 00:15 - 28.10.2025 00:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 00:30 - 28.10.2025 00:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 00:45 - 28.10.2025 01:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 01:00 - 28.10.2025 01:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 01:15 - 28.10.2025 01:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 01:30 - 28.10.2025 01:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 01:45 - 28.10.2025 02:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 02:00 - 28.10.2025 02:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 02:15 - 28.10.2025 02:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 02:30 - 28.10.2025 02:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 02:45 - 28.10.2025 03:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 03:00 - 28.10.2025 03:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 03:15 - 28.10.2025 03:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 03:30 - 28.10.2025 03:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 03:45 - 28.10.2025 04:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 04:00 - 28.10.2025 04:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 04:15 - 28.10.2025 04:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 04:30 - 28.10.2025 04:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 04:45 - 28.10.2025 05:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 05:00 - 28.10.2025 05:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 05:15 - 28.10.2025 05:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 05:30 - 28.10.2025 05:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 05:45 - 28.10.2025 06:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 06:00 - 28.10.2025 06:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 06:15 - 28.10.2025 06:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 06:30 - 28.10.2025 06:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 06:45 - 28.10.2025 07:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 07:00 - 28.10.2025 07:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 07:15 - 28.10.2025 07:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 07:30 - 28.10.2025 07:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 07:45 - 28.10.2025 08:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 08:00 - 28.10.2025 08:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 08:15 - 28.10.2025 08:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 08:30 - 28.10.2025 08:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 08:45 - 28.10.2025 09:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 09:00 - 28.10.2025 09:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 09:15 - 28.10.2025 09:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 09:30 - 28.10.2025 09:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 09:45 - 28.10.2025 10:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 10:00 - 28.10.2025 10:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 10:15 - 28.10.2025 10:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 10:30 - 28.10.2025 10:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 10:45 - 28.10.2025 11:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 11:00 - 28.10.2025 11:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 11:15 - 28.10.2025 11:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 11:30 - 28.10.2025 11:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 11:45 - 28.10.2025 12:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 12:00 - 28.10.2025 12:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 12:15 - 28.10.2025 12:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 12:30 - 28.10.2025 12:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 12:45 - 28.10.2025 13:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 13:00 - 28.10.2025 13:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 13:15 - 28.10.2025 13:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 13:30 - 28.10.2025 13:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 13:45 - 28.10.2025 14:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 14:00 - 28.10.2025 14:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 14:15 - 28.10.2025 14:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 14:30 - 28.10.2025 14:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 14:45 - 28.10.2025 15:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 15:00 - 28.10.2025 15:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 15:15 - 28.10.2025 15:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 15:30 - 28.10.2025 15:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 15:45 - 28.10.2025 16:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 16:00 - 28.10.2025 16:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 16:15 - 28.10.2025 16:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 16:30 - 28.10.2025 16:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 16:45 - 28.10.2025 17:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 17:00 - 28.10.2025 17:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 17:15 - 28.10.2025 17:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 17:30 - 28.10.2025 17:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 17:45 - 28.10.2025 18:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 18:00 - 28.10.2025 18:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 18:15 - 28.10.2025 18:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 18:30 - 28.10.2025 18:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 18:45 - 28.10.2025 19:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 19:00 - 28.10.2025 19:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 19:15 - 28.10.2025 19:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 19:30 - 28.10.2025 19:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 19:45 - 28.10.2025 20:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 20:00 - 28.10.2025 20:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 20:15 - 28.10.2025 20:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 20:30 - 28.10.2025 20:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 20:45 - 28.10.2025 21:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 21:00 - 28.10.2025 21:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 21:15 - 28.10.2025 21:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 21:30 - 28.10.2025 21:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 21:45 - 28.10.2025 22:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 22:00 - 28.10.2025 22:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 22:15 - 28.10.2025 22:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 22:30 - 28.10.2025 22:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 22:45 - 28.10.2025 23:00;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 23:00 - 28.10.2025 23:15;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 23:15 - 28.10.2025 23:30;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 23:30 - 28.10.2025 23:45;-;-;;n/e;n/e;n/e;-;-;n/e
28.10.2025 23:45 - 29.10.2025 00:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 00:00 - 29.10.2025 00:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 00:15 - 29.10.2025 00:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 00:30 - 29.10.2025 00:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 00:45 - 29.10.2025 01:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 01:00 - 29.10.2025 01:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 01:15 - 29.10.2025 01:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 01:30 - 29.10.2025 01:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 01:45 - 29.10.2025 02:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 02:00 - 29.10.2025 02:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 02:15 - 29.10.2025 02:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 02:30 - 29.10.2025 02:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 02:45 - 29.10.2025 03:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 03:00 - 29.10.2025 03:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 03:15 - 29.10.2025 03:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 03:30 - 29.10.2025 03:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 03:45 - 29.10.2025 04:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 04:00 - 29.10.2025 04:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 04:15 - 29.10.2025 04:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 04:30 - 29.10.2025 04:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 04:45 - 29.10.2025 05:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 05:00 - 29.10.2025 05:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 05:15 - 29.10.2025 05:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 05:30 - 29.10.2025 05:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 05:45 - 29.10.2025 06:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 06:00 - 29.10.2025 06:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 06:15 - 29.10.2025 06:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 06:30 - 29.10.2025 06:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 06:45 - 29.10.2025 07:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 07:00 - 29.10.2025 07:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 07:15 - 29.10.2025 07:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 07:30 - 29.10.2025 07:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 07:45 - 29.10.2025 08:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 08:00 - 29.10.2025 08:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 08:15 - 29.10.2025 08:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 08:30 - 29.10.2025 08:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 08:45 - 29.10.2025 09:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 09:00 - 29.10.2025 09:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 09:15 - 29.10.2025 09:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 09:30 - 29.10.2025 09:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 09:45 - 29.10.2025 10:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 10:00 - 29.10.2025 10:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 10:15 - 29.10.2025 10:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 10:30 - 29.10.2025 10:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 10:45 - 29.10.2025 11:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 11:00 - 29.10.2025 11:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 11:15 - 29.10.2025 11:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 11:30 - 29.10.2025 11:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 11:45 - 29.10.2025 12:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 12:00 - 29.10.2025 12:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 12:15 - 29.10.2025 12:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 12:30 - 29.10.2025 12:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 12:45 - 29.10.2025 13:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 13:00 - 29.10.2025 13:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 13:15 - 29.10.2025 13:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 13:30 - 29.10.2025 13:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 13:45 - 29.10.2025 14:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 14:00 - 29.10.2025 14:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 14:15 - 29.10.2025 14:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 14:30 - 29.10.2025 14:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 14:45 - 29.10.2025 15:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 15:00 - 29.10.2025 15:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 15:15 - 29.10.2025 15:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 15:30 - 29.10.2025 15:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 15:45 - 29.10.2025 16:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 16:00 - 29.10.2025 16:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 16:15 - 29.10.2025 16:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 16:30 - 29.10.2025 16:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 16:45 - 29.10.2025 17:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 17:00 - 29.10.2025 17:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 17:15 - 29.10.2025 17:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 17:30 - 29.10.2025 17:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 17:45 - 29.10.2025 18:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 18:00 - 29.10.2025 18:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 18:15 - 29.10.2025 18:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 18:30 - 29.10.2025 18:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 18:45 - 29.10.2025 19:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 19:00 - 29.10.2025 19:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 19:15 - 29.10.2025 19:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 19:30 - 29.10.2025 19:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 19:45 - 29.10.2025 20:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 20:00 - 29.10.2025 20:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 20:15 - 29.10.2025 20:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 20:30 - 29.10.2025 20:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 20:45 - 29.10.2025 21:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 21:00 - 29.10.2025 21:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 21:15 - 29.10.2025 21:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 21:30 - 29.10.2025 21:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 21:45 - 29.10.2025 22:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 22:00 - 29.10.2025 22:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 22:15 - 29.10.2025 22:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 22:30 - 29.10.2025 22:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 22:45 - 29.10.2025 23:00;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 23:00 - 29.10.2025 23:15;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 23:15 - 29.10.2025 23:30;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 23:30 - 29.10.2025 23:45;-;-;;n/e;n/e;n/e;-;-;n/e
29.10.2025 23:45 - 30.10.2025 00:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 00:00 - 30.10.2025 00:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 00:15 - 30.10.2025 00:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 00:30 - 30.10.2025 00:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 00:45 - 30.10.2025 01:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 01:00 - 30.10.2025 01:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 01:15 - 30.10.2025 01:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 01:30 - 30.10.2025 01:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 01:45 - 30.10.2025 02:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 02:00 - 30.10.2025 02:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 02:15 - 30.10.2025 02:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 02:30 - 30.10.2025 02:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 02:45 - 30.10.2025 03:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 03:00 - 30.10.2025 03:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 03:15 - 30.10.2025 03:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 03:30 - 30.10.2025 03:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 03:45 - 30.10.2025 04:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 04:00 - 30.10.2025 04:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 04:15 - 30.10.2025 04:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 04:30 - 30.10.2025 04:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 04:45 - 30.10.2025 05:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 05:00 - 30.10.2025 05:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 05:15 - 30.10.2025 05:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 05:30 - 30.10.2025 05:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 05:45 - 30.10.2025 06:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 06:00 - 30.10.2025 06:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 06:15 - 30.10.2025 06:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 06:30 - 30.10.2025 06:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 06:45 - 30.10.2025 07:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 07:00 - 30.10.2025 07:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 07:15 - 30.10.2025 07:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 07:30 - 30.10.2025 07:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 07:45 - 30.10.2025 08:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 08:00 - 30.10.2025 08:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 08:15 - 30.10.2025 08:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 08:30 - 30.10.2025 08:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 08:45 - 30.10.2025 09:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 09:00 - 30.10.2025 09:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 09:15 - 30.10.2025 09:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 09:30 - 30.10.2025 09:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 09:45 - 30.10.2025 10:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 10:00 - 30.10.2025 10:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 10:15 - 30.10.2025 10:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 10:30 - 30.10.2025 10:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 10:45 - 30.10.2025 11:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 11:00 - 30.10.2025 11:15;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 11:15 - 30.10.2025 11:30;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 11:30 - 30.10.2025 11:45;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 11:45 - 30.10.2025 12:00;-;-;;n/e;n/e;n/e;-;-;n/e
30.10.2025 12:00 - 30.10.2025 12:15;-;-;;n/e;n/e;n/e;-;-;n/e
